z,n,t/s,A
,,0.243157895,20.94372456
,,0.260526316,20.62453487
,,0.277894737,15.64526434
,,0.295263158,16.49101854
,,0.312631579,15.28784355
,,0.33,13.54386546
26,44,0,99.62274147
,,0.010263158,88.91511184
,,0.020526316,81.03030695
,,0.030789474,71.89203152
,,0.041052632,63.61708813
,,0.051315789,59.15456353
,,0.061578947,51.03472996
,,0.071842105,46.53470784
,,0.082105263,41.9823745
,,0.092368421,38.74141518
,,0.102631579,33.5533029
,,0.112894737,29.47199549
,,0.123157895,26.86491093
,,0.133421053,24.50128084
,,0.143684211,22.02424363
,,0.153947368,19.79398134
,,0.164210526,16.63798014
,,0.174473684,16.37112458
,,0.184736842,13.0137968
,,0.195,11.63338068
26,45,0,99.75595871
,,0.004421053,89.83620137
,,0.008842105,81.58760688
,,0.013263158,71.78944337
,,0.017684211,63.91262196
,,0.022105263,59.443471
,,0.026526316,52.99859215
,,0.030947368,45.11476873
,,0.035368421,41.67757889
,,0.039789474,37.13522394
,,0.044210526,34.31136633
,,0.048631579,30.11996438
,,0.053052632,25.10496195
,,0.057473684,24.60919823
,,0.061894737,20.82218034
,,0.066315789,19.80861046
,,0.070736842,14.88668082
,,0.075157895,13.73437282
,,0.079578947,14.20902543
,,0.084,13.3737795
26,46,0,101.3676328
,,2.37E-08,90.5976692
,,4.74E-08,80.45117357
,,7.11E-08,71.87066273
,,9.47E-08,65.5175562
,,1.18E-07,57.99878201
,,1.42E-07,51.24383562
,,1.66E-07,47.82164329
,,1.89E-07,42.15303452
,,2.13E-07,36.90713651
,,2.37E-07,33.71286817
,,2.61E-07,30.78080328
,,2.84E-07,26.97496943
,,3.08E-07,22.31266663
,,3.32E-07,20.48874196
,,3.55E-07,19.75270863
,,3.79E-07,17.47235342
,,4.03E-07,16.46588545
,,4.26E-07,14.21917958
,,4.50E-07,12.86424576
26,47,0,100.8471019
,,0.002036842,88.48366269
,,0.004073684,80.68861032
,,0.006110526,72.04417527
,,0.008147368,64.93592328
,,0.010184211,56.50750857
,,0.012221053,51.34413505
,,0.014257895,46.4432017
,,0.016294737,42.64642208
,,0.018331579,36.85413046
,,0.020368421,33.60033069
,,0.022405263,30.2748391
,,0.024442105,27.46281022
,,0.026478947,23.31771794
,,0.028515789,21.77746196
,,0.030552632,17.83166445
,,0.032589474,16.7340206
,,0.034626316,13.04975895
,,0.036663158,16.22390861
,,0.0387,14.42829583
26,48,0,100.0644874
,,0.001294737,89.69636091
,,0.002589474,80.53289252
,,0.003884211,71.3128344
,,0.005178947,64.32245979
,,0.006473684,58.40066319
,,0.007768421,53.87506241
,,0.009063158,48.17934007
,,0.010357895,42.09083643
,,0.011652632,37.47683612
,,0.012947368,34.02687176
,,0.014242105,29.86049925
,,0.015536842,26.95417596
,,0.016831579,23.64264931
,,0.018126316,20.33302609
,,0.019421053,17.96933703
,,0.020715789,19.76334011
,,0.022010526,14.38282558
,,0.023305263,13.85504042
,,0.0246,10.48847816
26,49,0,99.8896082
,,9.79E-08,88.78992316
,,1.96E-07,79.91250095
,,2.94E-07,69.46632225
,,3.92E-07,65.03286504
,,4.89E-07,57.11151082
,,5.87E-07,51.5390095
,,6.85E-07,47.33963489
,,7.83E-07,44.27923017
,,8.81E-07,35.77640792
,,9.79E-07,34.63856506
,,1.08E-06,29.46654442
,,1.17E-06,30.14017051
,,1.27E-06,23.70501487
,,1.37E-06,20.42583301
,,1.47E-06,19.58189541
,,1.57E-06,17.46539123
,,1.66E-06,14.87084361
,,1.76E-06,13.82210771
,,1.86E-06,12.57747953
27,23,0,99.21465743
,,0.006126316,90.48408402
,,0.012252632,80.19841187
,,0.018378947,72.09234552
,,0.024505263,63.79772938
,,0.030631579,58.4258025
,,0.036757895,52.5014807
,,0.042884211,46.50004922
,,0.049010526,41.1617516
,,0.055136842,36.26550771
,,0.061263158,34.03108863
,,0.067389474,34.00296745
,,0.073515789,26.19355902
,,0.079642105,24.77914723
,,0.085768421,21.68635332
,,0.091894737,19.46675922
,,0.098021053,17.73315882
,,0.104147368,15.86152578
,,0.110273684,14.08719535
,,0.1164,11.35137363
27,24,0,98.18025776
,,0.010863158,90.99345116
,,0.021726316,80.99889621
,,0.032589474,71.37252679
,,0.043452632,65.44269981
,,0.054315789,58.21509286
,,0.065178947,52.27566368
,,0.076042105,46.31446572
,,0.086905263,39.87884621
,,0.097768421,36.91395507
,,0.108631579,34.27019086
,,0.119494737,29.67284783
,,0.130357895,26.96044001
,,0.141221053,23.73163031
,,0.152084211,21.62161637
,,0.162947368,19.72224862
,,0.173810526,17.85685394
,,0.184673684,16.65763752
,,0.195536842,14.2857422
,,0.2064,12.78169581
27,25,0,99.77977353
,,0.016421053,87.59159668
,,0.032842105,81.56536419
,,0.049263158,70.28698422
,,0.065684211,64.0548866
,,0.082105263,57.43052964
,,0.098526316,54.09754907
,,0.114947368,47.91550413
,,0.131368421,42.78623754
,,0.147789474,36.88180416
,,0.164210526,32.15880966
,,0.180631579,30.50506817
,,0.197052632,26.83430459
,,0.213473684,24.86895345
,,0.229894737,21.20992611
,,0.246315789,18.98769924
,,0.262736842,17.37573764
,,0.279157895,16.5885185
,,0.295578947,14.56750673
,,0.312,12.34572622
27,26,0,99.61587718
,,0.037894737,89.18331864
,,0.075789474,78.40920038
,,0.113684211,72.1338669
,,0.151578947,65.06768793
,,0.189473684,57.85310281
,,0.227368421,51.66290507
,,0.265263158,45.17194127
,,0.303157895,42.8302387
,,0.341052632,37.38655594
,,0.378947368,34.63961041
,,0.416842105,30.76576693
,,0.454736842,26.2771223
,,0.492631579,23.8133409
,,0.530526316,20.34680968
,,0.568421053,18.49731919
,,0.606315789,18.06720207
,,0.644210526,15.03264436
,,0.682105263,12.9768579
,,0.72,13.31880989
27,27,0,99.25437986
,,0.030517895,89.16889324
,,0.061035789,80.1818453
,,0.091553684,72.68630809
,,0.122071579,65.54078966
,,0.152589474,57.64754211
,,0.183107368,50.91009821
,,0.213625263,46.76423001
,,0.244143158,39.85011341
,,0.274661053,38.1407287
,,0.305178947,32.8716897
,,0.335696842,30.58786997
,,0.366214737,25.55443932
,,0.396732632,23.10848273
,,0.427250526,23.71544721
,,0.457768421,18.37730171
,,0.488286316,16.64434324
,,0.518804211,16.41070365
,,0.549322105,13.57185987
,,0.57984,12.24973167
27,28,0,100.0371076
,,9964.421053,89.16903637
,,19928.84211,79.99988228
,,29893.26316,72.7429695
,,39857.68421,64.3752866
,,49822.10526,57.08773749
,,59786.52632,52.914022
,,69750.94737,46.1005852
,,79715.36842,42.86634637
,,89679.78947,37.17209129
,,99644.21053,34.4424408
,,109608.6316,28.69068108
,,119573.0526,27.329137
,,129537.4737,24.1304702
,,139501.8947,20.24425227
,,149466.3158,19.77290896
,,159430.7368,18.31064524
,,169395.1579,13.38472163
,,179359.5789,13.40427903
,,189324,12.1097329
27,29,0,100.7101969
,,1053661.642,89.54176109
,,2107323.284,81.33469103
,,3160984.926,72.69202176
,,4214646.568,63.70118439
,,5268308.211,57.54243575
,,6321969.853,50.72356677
,,7375631.495,45.89305989
,,8429293.137,40.78937071
,,9482954.779,37.13823245
,,10536616.42,34.99424133
,,11590278.06,28.52276177
,,12643939.71,27.27266907
,,13697601.35,24.61143366
,,14751262.99,19.91202014
,,15804924.63,20.88921207
,,16858586.27,18.07855433
,,17912247.92,15.95940258
,,18965909.56,13.5384661
,,20019571.2,13.46017127
27,30,0,99.74668935
,,3707105.684,89.60949387
,,7414211.368,82.50406494
,,11121317.05,72.84058323
,,14828422.74,65.41659971
,,18535528.42,56.92088863
,,22242634.11,51.99773362
,,25949739.79,47.7046346
,,29656845.47,42.02209334
,,33363951.16,37.97175058
,,37071056.84,33.64737728
,,40778162.53,30.13124361
,,44485268.21,28.19130568
,,48192373.89,26.44879801
,,51899479.58,20.81618021
,,55606585.26,20.98492893
,,59313690.95,16.82277812
,,63020796.63,14.75482473
,,66727902.32,15.04069872
,,70435008,11.99699042
27,31,0,100.3668751
,,966679.5789,87.95910365
,,1933359.158,81.31436717
,,2900038.737,73.26283494
,,3866718.316,66.17394887
,,4833397.895,57.16802161
,,5800077.474,52.77373056
,,6766757.053,47.59974569
,,7733436.632,41.41398089
,,8700116.211,38.09030999
,,9666795.789,33.13344793
,,10633475.37,29.531463
,,11600154.95,27.32022952
,,12566834.53,22.96488483
,,13533514.11,20.04802027
,,14500193.68,20.92320786
,,15466873.26,16.63858673
,,16433552.84,15.37157369
,,17400232.42,14.50753549
,,18366912,11.71499617
27,32,0,99.54204091
,,52631.57895,100.9338037
,,105263.1579,100.9888746
,,157894.7368,102.8680688
,,210526.3158,99.80162978
,,263157.8947,100.5294882
,,315789.4737,99.46646902
,,368421.0526,100.3789613
,,421052.6316,98.65202437
,,473684.2105,100.1824113
,,526315.7895,99.95154892
,,578947.3684,99.53497979
,,631578.9474,100.471124
,,684210.5263,98.60167735
,,736842.1053,100.7946558
,,789473.6842,100.339485
,,842105.2632,98.02247483
,,894736.8421,98.75229765
,,947368.4211,98.00222847
,,1000000,100.018177
27,33,0,100.7209339
,,26264872.42,90.3634733
,,52529744.84,79.97188947
,,78794617.26,72.7310768
,,105059489.7,63.28078909
,,131324362.1,58.18297261
,,157589234.5,52.27638498
,,183854106.9,46.87823723
,,210118979.4,41.20280866
,,236383851.8,37.27505765
,,262648724.2,32.73535736
,,288913596.6,28.17892693
,,315178469.1,27.97592907
,,341443341.5,24.8700116
,,367708213.9,20.87390798
,,393973086.3,20.01389777
,,420237958.7,16.45359173
,,446502831.2,16.81824352
,,472767703.6,12.48552509
,,499032576,13.55317963
27,34,0,97.88653964
,,937.3263158,88.66820936
,,1874.652632,80.47577406
,,2811.978947,71.87008296
,,3749.305263,66.10029484
,,4686.631579,57.06378081
,,5623.957895,51.32279294
,,6561.284211,47.21864445
,,7498.610526,41.76658327
,,8435.936842,38.46334964
,,9373.263158,33.68691185
,,10310.58947,29.6006572
,,11247.91579,27.44282567
,,12185.24211,24.54550452
,,13122.56842,19.22574745
,,14059.89474,19.79294244
,,14997.22105,18.11581019
,,15934.54737,15.05977644
,,16871.87368,16.6095594
,,17809.2,13.6500987
27,35,0,101.3868561
,,14.58947368,90.2557476
,,29.17894737,81.01104201
,,43.76842105,71.5780842
,,58.35789474,63.09988575
,,72.94736842,57.03836497
,,87.53684211,52.09956403
,,102.1263158,48.30828168
,,116.7157895,41.45575657
,,131.3052632,38.72946008
,,145.8947368,32.64393811
,,160.4842105,30.41171322
,,175.0736842,27.61064512
,,189.6631579,23.13812083
,,204.2526316,22.02232878
,,218.8421053,20.25318064
,,233.4315789,16.47988692
,,248.0210526,16.90969422
,,262.6105263,14.14447048
,,277.2,12.72222261
27,36,0,100.3176581
,,4.326315789,89.49372845
,,8.652631579,78.4263707
,,12.97894737,72.72885739
,,17.30526316,63.43291236
,,21.63157895,58.46947897
,,25.95789474,51.16382475
,,30.28421053,47.12590606
,,34.61052632,42.51839188
,,38.93684211,38.47455554
,,43.26315789,34.8725034
,,47.58947368,30.64705542
,,51.91578947,26.16339728
,,56.24210526,22.9182913
,,60.56842105,20.99571295
,,64.89473684,18.09109662
,,69.22105263,17.91597524
,,73.54736842,15.38000061
,,77.87368421,13.52270286
,,82.2,13.33891502
27,37,0,98.75350954
,,0.047368421,88.8617714
,,0.094736842,80.24886247
,,0.142105263,72.53727572
,,0.189473684,64.89312448
,,0.236842105,57.30523682
,,0.284210526,50.29136125
,,0.331578947,47.24696521
,,0.378947368,41.73676065
,,0.426315789,37.06063601
,,0.473684211,33.27959817
,,0.521052632,29.93108519
,,0.568421053,25.55100962
,,0.615789474,24.48675686
,,0.663157895,21.12017094
,,0.710526316,21.38376871
,,0.757894737,16.83042123
,,0.805263158,15.94390429
,,0.852631579,14.92917906
,,0.9,11.79973512
27,38,0,99.71131801
,,0.183157895,89.89974915
,,0.366315789,78.99348662
,,0.549473684,71.97834237
,,0.732631579,64.70126883
,,0.915789474,57.27342772
,,1.098947368,51.54666278
,,1.282105263,46.83078495
,,1.465263158,41.13629077
,,1.648421053,36.33042104
,,1.831578947,33.74751949
,,2.014736842,30.90442326
,,2.197894737,24.88203133
,,2.381052632,23.8156054
,,2.564210526,21.15665006
,,2.747368421,18.52972253
,,2.930526316,19.15118461
,,3.113684211,13.37314095
,,3.296842105,13.06284622
,,3.48,11.72568451
27,39,0,100.3743932
,,0.031578947,89.33036688
,,0.063157895,81.5963816
,,0.094736842,71.93834828
,,0.126315789,64.75085599
,,0.157894737,57.25752997
,,0.189473684,53.17011292
,,0.221052632,46.9009427
,,0.252631579,41.7705093
,,0.284210526,38.89898427
,,0.315789474,32.54880774
,,0.347368421,30.50981302
,,0.378947368,24.42798789
,,0.410526316,23.54329669
,,0.442105263,24.25766959
,,0.473684211,21.09221822
,,0.505263158,18.2980746
,,0.536842105,14.98299601
,,0.568421053,14.24633029
,,0.6,11.80941267
27,40,0,101.3537221
,,0.067105263,88.95282142
,,0.134210526,79.01936512
,,0.201315789,73.53614118
,,0.268421053,64.71545428
,,0.335526316,57.89001913
,,0.402631579,52.63795555
,,0.469736842,43.37110814
,,0.536842105,43.09993083
,,0.603947368,37.51417315
,,0.671052632,33.6108151
,,0.738157895,29.19334875
,,0.805263158,27.98333428
,,0.872368421,24.45115431
,,0.939473684,21.28840371
,,1.006578947,18.08084615
,,1.073684211,20.53481294
,,1.140789474,15.29037034
,,1.207894737,14.82217858
,,1.275,12.69612534
27,41,0,99.37752808
,,0.031578947,90.63756443
,,0.063157895,79.64306652
,,0.094736842,71.29342472
,,0.126315789,65.58915976
,,0.157894737,57.833547
,,0.189473684,51.68711769
,,0.221052632,47.9492102
,,0.252631579,41.82734265
,,0.284210526,36.67673967
,,0.315789474,34.09365527
,,0.347368421,29.62098049
,,0.378947368,27.5234831
,,0.410526316,23.23251781
,,0.442105263,21.99707955
,,0.473684211,18.74494183
,,0.505263158,17.35860083
,,0.536842105,15.70056776
,,0.568421053,16.27068186
,,0.6,13.29262898
27,42,0,99.31097864
,,0.035842105,90.28944474
,,0.071684211,79.37896006
,,0.107526316,72.87120085
,,0.143368421,64.80924363
,,0.179210526,57.29679921
,,0.215052632,52.26958701
,,0.250894737,45.74381781
,,0.286736842,41.50723681
,,0.322578947,36.81703469
,,0.358421053,34.41667765
,,0.394263158,31.42436111
,,0.430105263,26.52770592
,,0.465947368,25.67242368
,,0.501789474,20.31288863
,,0.537631579,20.37258542
,,0.573473684,15.93355618
,,0.609315789,14.81981236
,,0.645157895,13.80583248
,,0.681,12.6150221
27,43,0,100.5297926
,,0.017684211,91.33409242
,,0.035368421,80.62017694
,,0.053052632,70.21945904
,,0.070736842,66.0016689
,,0.088421053,56.88630541
,,0.106105263,52.89515649
,,0.123789474,47.01752846
,,0.141473684,43.19555021
,,0.159157895,35.70661001
,,0.176842105,33.04354588
,,0.194526316,30.62530676
,,0.212210526,25.83114491
,,0.229894737,24.41945139
,,0.247578947,22.30757818
,,0.265263158,19.24443195
,,0.282947368,15.84036631
,,0.300631579,15.36073707
,,0.318315789,13.72145483
,,0.336,12.10813025
27,44,0,100.1150709
,,0.012631579,91.65525905
,,0.025263158,80.6555639
,,0.037894737,72.77288413
,,0.050526316,65.86528606
,,0.063157895,56.22508125
,,0.075789474,51.18256641
,,0.088421053,46.49155622
,,0.101052632,40.99428912
,,0.113684211,37.44325172
,,0.126315789,33.04728274
,,0.138947368,31.31674922
,,0.151578947,26.95246153
,,0.164210526,25.55054533
,,0.176842105,21.21234008
,,0.189473684,19.9719041
,,0.202105263,17.20882517
,,0.214736842,16.19237833
,,0.227368421,14.92962554
,,0.24,11.30934704
27,45,0,99.53796202
,,0.009457895,89.34506159
,,0.018915789,80.83925375
,,0.028373684,69.57270902
,,0.037831579,65.0217257
,,0.047289474,57.5536239
,,0.056747368,51.84198619
,,0.066205263,47.30712335
,,0.075663158,41.56454294
,,0.085121053,36.83909655
,,0.094578947,34.7693524
,,0.104036842,32.22768053
,,0.113494737,27.20348279
,,0.122952632,22.20845472
,,0.132410526,23.38245558
,,0.141868421,18.81951753
,,0.151326316,16.80627942
,,0.160784211,15.51040127
,,0.170242105,14.37964946
,,0.1797,13.57913976
27,46,0,99.76723738
,,0.006426316,88.30436983
,,0.012852632,80.15447853
,,0.019278947,73.25276378
,,0.025705263,64.90983067
,,0.032131579,57.24608901
,,0.038557895,51.84052495
,,0.044984211,45.80970898
,,0.051410526,43.45158148
,,0.057836842,39.69784553
,,0.064263158,33.90669405
,,0.070689474,29.69379302
,,0.077115789,26.82944892
,,0.083542105,24.62709098
,,0.089968421,23.80890115
,,0.096394737,18.49532143
,,0.102821053,18.18982277
,,0.109247368,15.73771286
,,0.115673684,12.56279829
,,0.1221,12.59541462
27,47,0,100.0754602
,,0.004942105,89.86420702
,,0.009884211,78.77756567
,,0.014826316,73.32236559
,,0.019768421,64.97321844
,,0.024710526,56.61686477
,,0.029652632,51.27854149
,,0.034594737,46.57715782
,,0.039536842,41.83305
,,0.044478947,37.03095379
,,0.049421053,32.43010538
,,0.054363158,29.53992598
,,0.059305263,26.11526657
,,0.064247368,24.79577228
,,0.069189474,20.28879361
,,0.074131579,19.75280197
,,0.079073684,15.57838851
,,0.084015789,15.36098537
,,0.088957895,13.05890387
,,0.0939,12.21621017
27,48,0,99.90044687
,,0.004736842,90.42312475
,,0.009473684,80.12373876
,,0.014210526,73.14380585
,,0.018947368,65.24437068
,,0.023684211,58.81290435
,,0.028421053,51.27677581
,,0.033157895,44.85422148
,,0.037894737,43.06336478
,,0.042631579,36.26698217
,,0.047368421,34.16800959
,,0.052105263,28.84643184
,,0.056842105,25.07623182
,,0.061578947,26.48622677
,,0.066315789,24.13310549
,,0.071052632,19.30812453
,,0.075789474,16.53172471
,,0.080526316,14.84543181
,,0.085263158,12.64678278
,,0.09,12.24073348
27,49,0,101.031483
,,0.003426316,89.190229
,,0.006852632,81.51004887
,,0.010278947,71.31956593
,,0.013705263,65.08733321
,,0.017131579,57.53843523
,,0.020557895,50.1214997
,,0.023984211,46.46551206
,,0.027410526,40.33887259
,,0.030836842,36.82220312
,,0.034263158,33.85307062
,,0.037689474,29.14470368
,,0.041115789,26.61171753
,,0.044542105,25.38138457
,,0.047968421,21.56728602
,,0.051394737,20.92479615
,,0.054821053,16.48491341
,,0.058247368,14.60956078
,,0.061673684,12.95782002
,,0.0651,12.49718603
27,50,0,99.39683667
,,0.002052632,89.53942033
,,0.004105263,79.22964926
,,0.006157895,70.19370269
,,0.008210526,64.63595705
,,0.010263158,57.27819132
,,0.012315789,51.96516767
,,0.014368421,45.48349801
,,0.016421053,41.62470623
,,0.018473684,36.92647848
,,0.020526316,33.29440402
,,0.022578947,29.98789895
,,0.024631579,26.96009665
,,0.026684211,22.80121695
,,0.028736842,21.71987308
,,0.030789474,19.51715397
,,0.032842105,16.54849473
,,0.034894737,16.86392547
,,0.036947368,12.74536995
,,0.039,12.65920884
28,20,0,100.6988656
,,0.000331579,89.82012984
,,0.000663158,79.92413087
,,0.000994737,72.20150445
,,0.001326316,64.32569487
,,0.001657895,56.48522232
,,0.001989474,51.86716115
,,0.002321053,46.59894609
,,0.002652632,42.3047801
,,0.002984211,37.81251217
,,0.003315789,32.50474359
,,0.003647368,27.73880537
,,0.003978947,25.76602021
,,0.004310526,24.41195442
,,0.004642105,22.21095135
,,0.004973684,20.81262412
,,0.005305263,17.21304161
,,0.005636842,15.39911138
,,0.005968421,13.5977768
,,0.0063,12.34134191
28,21,0,99.01463464
,,0.001184211,89.64849062
,,0.002368421,79.97751795
,,0.003552632,70.94812649
,,0.004736842,62.7407422
,,0.005921053,59.04266256
,,0.007105263,50.56733258
,,0.008289474,46.86726877
,,0.009473684,42.8583954
,,0.010657895,36.61346768
,,0.011842105,33.01697521
,,0.013026316,31.02718207
,,0.014210526,26.34195941
,,0.015394737,25.21424495
,,0.016578947,21.10551484
,,0.017763158,19.35178844
,,0.018947368,17.84325547
,,0.020131579,15.22035283
,,0.021315789,11.42255768
,,0.0225,11.42705834
28,22,0,100.2238513
,,0.002921053,89.94178463
,,0.005842105,78.49882191
,,0.008763158,72.33900971
,,0.011684211,65.69651988
,,0.014605263,57.793143
,,0.017526316,51.08638319
,,0.020447368,47.50046805
,,0.023368421,40.36950295
,,0.026289474,37.10686091
,,0.029210526,33.58430722
,,0.032131579,30.57727022
,,0.035052632,28.11196811
,,0.037973684,23.13487705
,,0.040894737,20.98828225
,,0.043815789,19.51919129
,,0.046736842,18.34014532
,,0.049657895,15.35759341
,,0.052578947,14.25398792
,,0.0555,12.95167212
28,23,0,101.469245
,,0.003757895,90.08241065
,,0.007515789,79.24324476
,,0.011273684,71.43185706
,,0.015031579,64.09805648
,,0.018789474,58.8187966
,,0.022547368,51.14610106
,,0.026305263,46.05862654
,,0.030063158,40.49394516
,,0.033821053,37.83375885
,,0.037578947,32.17995862
,,0.041336842,29.13229576
,,0.045094737,28.31511222
,,0.048852632,23.81618532
,,0.052610526,20.59045997
,,0.056368421,18.31906632
,,0.060126316,18.2592262
,,0.063884211,15.1305012
,,0.067642105,14.11640365
,,0.0714,12.60610505
28,24,0,101.9638967
,,0.006442105,89.00069166
,,0.012884211,80.37429427
,,0.019326316,73.44982417
,,0.025768421,63.88220073
,,0.032210526,58.0190547
,,0.038652632,52.5218601
,,0.045094737,46.17157309
,,0.051536842,42.34738643
,,0.057978947,36.89675092
,,0.064421053,32.50208995
,,0.070863158,31.00628071
,,0.077305263,26.90265536
,,0.083747368,22.76122148
,,0.090189474,22.88371692
,,0.096631579,18.09476449
,,0.103073684,17.94684374
,,0.109515789,15.68736419
,,0.115957895,12.37037944
,,0.1224,13.50718409
28,25,0,100.8822166
,,0.008715789,88.93040112
,,0.017431579,80.40119036
,,0.026147368,71.47885774
,,0.034863158,63.58064239
,,0.043578947,57.94738574
,,0.052294737,52.61078882
,,0.061010526,46.8610926
,,0.069726316,43.43860183
,,0.078442105,36.39116916
,,0.087157895,33.69984946
,,0.095873684,28.41503633
,,0.104589474,25.72737441
,,0.113305263,24.08707929
,,0.122021053,20.9347196
,,0.130736842,19.86288759
,,0.139452632,16.99430268
,,0.148168421,18.550101
,,0.156884211,15.10163271
,,0.1656,13.0890313
28,26,0,99.63051036
,,0.018031579,91.32651817
,,0.036063158,81.32980875
,,0.054094737,71.84048082
,,0.072126316,63.9020062
,,0.090157895,58.73188989
,,0.108189474,51.56508233
,,0.126221053,45.13685275
,,0.144252632,43.77675893
,,0.162284211,36.08641751
,,0.180315789,35.21716562
,,0.198347368,28.6695605
,,0.216378947,28.31284446
,,0.234410526,24.11949136
,,0.252442105,20.06455398
,,0.270473684,19.01645177
,,0.288505263,17.76609289
,,0.306536842,14.01031291
,,0.324568421,15.21966043
,,0.3426,12.98876781
28,27,0,99.28553779
,,0.032321053,89.39065977
,,0.064642105,81.18756784
,,0.096963158,71.72335173
,,0.129284211,63.92882742
,,0.161605263,57.26421739
,,0.193926316,52.06156716
,,0.226247368,44.02796875
,,0.258568421,41.06056105
,,0.290889474,37.02209714
,,0.323210526,33.25749135
,,0.355531579,30.76594506
,,0.387852632,26.64719645
,,0.420173684,24.43176882
,,0.452494737,20.74550831
,,0.484815789,20.19936664
,,0.517136842,18.08281805
,,0.549457895,14.18814219
,,0.581778947,15.4514433
,,0.6141,14.37213174
28,28,0,100.1773145
,,82875.78947,90.79146111
,,165751.5789,80.14959319
,,248627.3684,73.58193251
,,331503.1579,62.35929789
,,414378.9474,59.83773356
,,497254.7368,52.17197862
,,580130.5263,45.59212204
,,663006.3158,42.12162791
,,745882.1053,37.12081731
,,828757.8947,34.03599847
,,911633.6842,30.43414164
,,994509.4737,27.2863713
,,1077385.263,23.55165771
,,1160261.053,22.20363378
,,1243136.842,20.74354498
,,1326012.632,18.58154514
,,1408888.421,14.11802113
,,1491764.211,11.42243751
,,1574640,11.44142695
28,29,0,97.9240373
,,20235.78947,90.51066949
,,40471.57895,82.39272676
,,60707.36842,71.88008962
,,80943.15789,64.58332849
,,101178.9474,59.24437283
,,121414.7368,51.4793465
,,141650.5263,45.33438651
,,161886.3158,43.4822625
,,182122.1053,36.39466382
,,202357.8947,32.74293404
,,222593.6842,31.20284282
,,242829.4737,25.5831672
,,263065.2632,24.68790527
,,283301.0526,22.14062514
,,303536.8421,19.21650753
,,323772.6316,15.72160967
,,344008.4211,15.86419461
,,364244.2105,16.16860881
,,384480,11.74919977
28,30,0,101.0162883
,,52631.57895,98.54352161
,,105263.1579,98.61358099
,,157894.7368,99.32027323
,,210526.3158,98.80515809
,,263157.8947,101.9396468
,,315789.4737,99.67788346
,,368421.0526,98.59365758
,,421052.6316,100.4018125
,,473684.2105,99.62091025
,,526315.7895,101.014205
,,578947.3684,100.8597272
,,631578.9474,100.1713534
,,684210.5263,99.08284527
,,736842.1053,98.48577987
,,789473.6842,99.81014802
,,842105.2632,100.6196177
,,894736.8421,99.20372862
,,947368.4211,99.15278816
,,1000000,99.53484167
28,31,0,101.9090438
,,3.78683E+11,89.86840431
,,7.57366E+11,78.57855149
,,1.13605E+12,73.65662556
,,1.51473E+12,66.07789632
,,1.89342E+12,57.03473244
,,2.2721E+12,50.95265446
,,2.65078E+12,47.73162277
,,3.02946E+12,41.45112149
,,3.40815E+12,36.76441605
,,3.78683E+12,35.50787674
,,4.16551E+12,28.64007022
,,4.5442E+12,26.42982663
,,4.92288E+12,22.56893397
,,5.30156E+12,20.73763382
,,5.68025E+12,17.99273083
,,6.05893E+12,16.2534607
,,6.43761E+12,15.00937774
,,6.8163E+12,12.88402356
,,7.19498E+12,11.98900994
28,32,0,99.88521858
,,52631.57895,99.00475018
,,105263.1579,99.33825794
,,157894.7368,98.90561342
,,210526.3158,99.45573957
,,263157.8947,99.61009552
,,315789.4737,100.0465816
,,368421.0526,99.51566914
,,421052.6316,100.7136758
,,473684.2105,100.4999663
,,526315.7895,100.4515088
,,578947.3684,99.66598419
,,631578.9474,100.1057269
,,684210.5263,98.48641007
,,736842.1053,100.5768792
,,789473.6842,101.0494104
,,842105.2632,97.61044228
,,894736.8421,99.80414846
,,947368.4211,100.0952178
,,1000000,99.96941315
28,33,0,99.17640382
,,52631.57895,99.32943343
,,105263.1579,99.58023651
,,157894.7368,99.87189312
,,210526.3158,99.74733358
,,263157.8947,98.79286372
,,315789.4737,99.12952639
,,368421.0526,100.9726525
,,421052.6316,99.86239789
,,473684.2105,99.91238646
,,526315.7895,100.1131242
,,578947.3684,100.7841593
,,631578.9474,99.56912932
,,684210.5263,101.0078894
,,736842.1053,101.8125959
,,789473.6842,99.35882937
,,842105.2632,100.421913
,,894736.8421,100.1872482
,,947368.4211,102.5021241
,,1000000,99.01748974
28,34,0,101.9397589
,,52631.57895,99.03512563
,,105263.1579,101.6316358
,,157894.7368,101.1008099
,,210526.3158,99.99528708
,,263157.8947,99.46247993
,,315789.4737,100.0926316
,,368421.0526,100.4338045
,,421052.6316,99.81062005
,,473684.2105,100.0234859
,,526315.7895,100.362005
,,578947.3684,98.59137805
,,631578.9474,98.92861143
,,684210.5263,99.88050417
,,736842.1053,100.419346
,,789473.6842,100.5939148
,,842105.2632,102.1577986
,,894736.8421,100.608218
,,947368.4211,98.98637063
,,1000000,99.69037312
28,35,0,99.14275633
,,504246459.3,90.16667627
,,1008492919,80.94340117
,,1512739378,69.10045902
,,2016985837,62.91317423
,,2521232296,57.56791161
,,3025478756,53.5096317
,,3529725215,47.45438808
,,4033971674,43.05422384
,,4538218133,37.76238613
,,5042464593,33.11836741
,,5546711052,30.99057308
,,6050957511,26.55496666
,,6555203970,24.03235037
,,7059450430,22.05923231
,,7563696889,20.14381251
,,8067943348,17.27776338
,,8572189807,14.39792193
,,9076436267,14.04986486
,,9580682726,12.62566914
28,36,0,99.53917403
,,52631.57895,99.80971436
,,105263.1579,101.7931414
